Wall time,Step,Value
1621415119.1927671,109,21.799999237060547
1621415119.2019787,184,18.399999618530273
1621415119.2135165,289,19.266666412353516
1621415119.2245784,404,20.200000762939453
1621415119.2333772,506,20.239999771118164
1621415119.2398837,577,19.233333587646484
1621415119.2489488,683,19.514286041259766
1621415119.2578228,783,19.575000762939453
1621415119.2658014,872,19.377777099609375
1621415119.2737567,960,19.200000762939453
1621415119.28891,1140,20.727272033691406
1621415119.2989316,1257,20.950000762939453
1621415119.3048706,1323,20.353845596313477
1621415119.3165076,1463,20.899999618530273
1621415119.3305504,1621,21.613332748413086
1621415119.3398871,1730,21.625
1621415119.3547542,1846,21.717647552490234
1621415119.363398,1943,21.58888816833496
1621415119.3740044,2067,21.75789451599121
1621415119.3822794,2163,21.6299991607666
1621415119.3940475,2303,21.940000534057617
1621415119.4047685,2431,22.469999313354492
1621415119.4171052,2581,22.920000076293945
1621415119.4290495,2727,23.229999542236328
1621415119.4354737,2798,22.920000076293945
1621415119.441625,2866,22.889999389648438
1621415119.450607,2968,22.850000381469727
1621415119.8670542,3094,23.110000610351562
1621415120.223337,3176,23.040000915527344
1621415120.645235,3273,23.1299991607666
1621415121.0794082,3373,22.329999923706055
1621415121.7282999,3524,22.670000076293945
1621415122.1703892,3628,23.049999237060547
1621415122.533951,3706,22.43000030517578
1621415122.926867,3795,21.739999771118164
1621415123.7538345,3948,22.18000030517578
1621415124.376669,4081,22.350000381469727
1621415124.7824097,4165,22.219999313354492
1621415125.2838192,4268,22.010000228881836
1621415125.6261797,4340,21.770000457763672
1621415126.0353115,4433,21.299999237060547
1621415126.58259,4551,21.200000762939453
1621415126.9919903,4638,20.56999969482422
1621415127.4764829,4740,20.1299991607666
1621415127.834699,4819,20.209999084472656
1621415128.4920092,4959,20.93000030517578
1621415128.9687839,5059,20.90999984741211
1621415129.39834,5147,20.530000686645508
1621415130.0477552,5280,21.040000915527344
1621415130.6200325,5400,21.270000457763672
1621415131.0510266,5490,21.170000076293945
1621415131.4321966,5567,20.43000030517578
1621415131.7174885,5626,19.979999542236328
1621415132.1001549,5703,19.969999313354492
1621415132.5561414,5796,20.010000228881836
1621415133.0054805,5889,19.40999984741211
1621415133.4373415,5974,18.93000030517578
1621415133.7965899,6048,18.829999923706055
1621415134.2688189,6140,18.719999313354492
1621415134.9268324,6275,19.350000381469727
1621415135.3343077,6347,19.139999389648438
1621415135.8074522,6430,18.790000915527344
1621415136.2736752,6510,18.719999313354492
1621415136.753404,6590,18.5
1621415137.2662463,6677,18.579999923706055
1621415138.0098326,6801,18.420000076293945
1621415138.6559937,6909,18.5
1621415139.1314418,6991,18.440000534057617
1621415139.559792,7068,17.8799991607666
1621415140.205879,7155,17.549999237060547
1621415140.9560697,7278,17.8799991607666
1621415141.3949988,7353,17.860000610351562
1621415141.842006,7427,18.010000228881836
1621415142.4662158,7531,18.280000686645508
1621415142.941357,7613,18.170000076293945
